"dose","chrom","start","end","atac","h3k27ac","pro_plus_abs","pro_minus_abs","proseq_mag","proseq_bidir","atac_log","h3k27ac_log","proseq_log","enhancer_score","pc1_var_explained","strength_tier"
"100pM","chr1",202112892,202113122,102.8,24.42857143,1.6775,4.534,6.2115,0.369982355535951,4.64246597073179,3.23587340129295,1.97567697404143,0.962789483057458,0.75506,"strong"
"100pM","chr1",202269784,202270058,28.9,8.75,0.32,0.6033333333,0.9233333333,0.530386740360795,3.39785848039664,2.27726728500976,0.654059791834568,-1.0335299998598,0.75506,"weak"
"100pM","chr1",202335280,202335753,95.83333333,14.94444444,40.9425,9.878888889,50.821388889,0.241286899651951,4.57299128758943,2.76911045758471,3.94780297695542,1.59308862710863,0.75506,"strong"
"100pM","chr1",202532193,202532469,57,0.75,0.96,0.3033333333,1.2633333333,0.3159722221875,4.06044301054642,0.559615787935423,0.816838652887767,-1.46425674935216,0.75506,"weak"
"100pM","chr1",203059409,203059630,34.375,5.6,1.915,0,1.915,0,3.5660053559634,1.88706964903238,1.06986981980246,-0.939703071257728,0.75506,"weak"
"100pM","chr1",203089315,203089792,118.1052632,21.6875,0.64,0.9075,1.5475,0.705234159779614,4.78000766682061,3.12181411202507,0.935112486114743,0.498021900188853,0.75506,"middle"
"100pM","chr1",204380599,204380847,181.0909091,21.36363636,19.79333333,54.43,74.22333333,0.363647498254639,5.20450606291737,3.10743626297139,4.3204614664714,2.38240484952928,0.75506,"strong"
"100pM","chr1",205652867,205653190,31.15384615,4,0,0.905,0.905,0,3.4705320749436,1.6094379124341,0.644482008578664,-1.35993622330292,0.75506,"weak"
"100pM","chr1",206843673,206844040,171.5625,25.13333333,5.172,31.204,36.376,0.165747981028073,5.15075948969037,3.2632116385607,3.62102878720576,2.10073700009045,0.75506,"strong"
"100pM","chr1",206847578,206847852,44.9,50.90909091,1.915,12.54833333,14.46333333,0.152609908394902,3.8264651170665,3.94949393687515,2.73847162987998,1.17235541058048,0.75506,"strong"
"100pM","chr1",206901277,206901525,52.11111111,19.8,11.492,6.17,17.662,0.536895231465367,3.97238615513432,3.03495298670727,2.92648937081183,0.852038737281169,0.75506,"strong"
"100pM","chr1",206903622,206904056,176.8421053,24.57894737,15.42888889,12.791,28.21988889,0.829029238021818,5.18089610775501,3.24176964479578,3.37484960378281,1.99224196292135,0.75506,"strong"
"100pM","chr1",207948780,207949200,16.35714286,4.125,0.32,1.513333333,1.833333333,0.211453744539968,2.8540041138899,1.63413052502447,1.04145387471051,-1.57233305723455,0.75506,"weak"
"100pM","chr1",207950873,207951232,102.125,4.076923077,8.812,1.45,10.262,0.164548343168407,4.63594184465484,1.62470538458004,2.42143422683243,0.275605634805818,0.75506,"middle"
"100pM","chr1",209546443,209546675,128.2,9.625,4.31,5.078,9.388,0.848759354076408,4.8613615913485,2.36320971481048,2.3406512938005,0.79878276507716,0.75506,"strong"
"100pM","chr1",211187694,211187899,22.77777778,2.5,0,0.3033333333,0.3033333333,0,3.16875143777909,1.25276296849537,0.264925085303589,-1.94100841112329,0.75506,"weak"
"100pM","chr1",211521522,211521773,61.36363636,2.333333333,0,2.27,2.27,0,4.13298235486921,1.20397280422594,1.18478998490916,-0.883131899458235,0.75506,"weak"
"100pM","chr1",212047189,212047410,33.5,2,0.64,0,0.64,0,3.54095932403731,1.09861228866811,0.494696241836107,-1.66725064591793,0.75506,"weak"
"100pM","chr1",212078096,212078300,15.875,1.8,1.15,0,1.15,0,2.82583323675859,1.02961941718116,0.765467842139571,-2.05785287967294,0.75506,"weak"
"100pM","chr1",215425198,215425505,35.28571429,13.58333333,0.9566666667,2.074285714,3.0309523807,0.461202938555262,3.59142411808133,2.67987932390694,1.39400267079311,-0.328651769919638,0.75506,"middle"
"100pM","chr1",215473920,215474145,24,3.285714286,1.435,0,1.435,0,3.2188758248682,1.45528723267351,0.889946756534553,-1.49819877088275,0.75506,"weak"
"100pM","chr1",215482087,215482533,96.89473684,9.4,12.99714286,2.178,15.17514286,0.167575291235969,4.5838927875193,2.34180580614733,2.78347567249634,0.81053639945437,0.75506,"strong"
"100pM","chr1",215540271,215540505,234,10.11111111,14.205,106.1375,120.3425,0.133835826168885,5.45958551414416,2.40794560855187,4.79861712556546,2.39258296603176,0.75506,"strong"
"100pM","chr1",215545041,215545284,21.72727273,2,0.64,0.3033333333,0.9433333333,0.47395833328125,3.12356564518388,1.09861228866811,0.664404711677139,-1.86733858564585,0.75506,"weak"
"100pM","chr1",220364135,220364359,74.4,2.166666667,0,0.905,0.905,0,4.32280727501391,1.15267951004365,0.644482008578664,-1.04044352805361,0.75506,"weak"
"100pM","chr1",223149134,223149370,78.2,4.5,3.193333333,1.815,5.008333333,0.568371607574987,4.37197629882038,1.70474809223843,1.79314739444742,-0.155677183729912,0.75506,"middle"
"100pM","chr1",223444587,223444775,161.875,8.166666667,0,1.36,1.36,0,5.09298303544501,2.21557371604078,0.858661619037519,0.169099083186825,0.75506,"middle"
"100pM","chr1",223655175,223655471,74.75,6.666666667,0,0.68,0.68,0,4.32743844438948,2.03688192730452,0.518793793415168,-0.606154683263784,0.75506,"middle"
"100pM","chr1",229148176,229148427,26.375,0.75,0,0.455,0.455,0,3.30963018813666,0.559615787935423,0.375005900623456,-2.17881062470016,0.75506,"weak"
"100pM","chr1",229161667,229161857,12.77777778,4.125,0,0,0,0,2.62305698843011,1.63413052502447,0,-2.22196861777352,0.75506,"weak"
"100pM","chr1",229165476,229165711,60.11111111,5.777777778,1.916666667,0,1.916666667,0,4.11269370087212,1.91364928686988,1.0704414118157,-0.557098205597253,0.75506,"middle"
"100pM","chr1",229892745,229893014,29.5,1,0,0.455,0.455,0,3.41772668361337,0.693147180559945,0.375005900623456,-2.03200381747279,0.75506,"weak"
"100pM","chr1",230057950,230058142,79.25,56.25,18.915,10.28,29.195,0.543484007401533,4.38514676201012,4.04742764243435,3.40767634775986,1.92001803072209,0.75506,"strong"
"100pM","chr1",230500540,230500791,31.2,1,1.916666667,0,1.916666667,0,3.47196645255036,0.693147180559945,1.0704414118157,-1.66542809975978,0.75506,"weak"
"100pM","chr1",231672245,231672537,9.25,0.5,1.4375,0,1.4375,0,2.32727770558442,0.405465108108164,0.890972923889865,-2.67997305966299,0.75506,"weak"
"100pM","chr1",232193098,232193291,69.875,3.375,2.395,6.35,8.745,0.377165354330709,4.26091776204792,1.47590651980958,2.27675433295952,-0.12782746263097,0.75506,"middle"
"100pM","chr1",233715041,233715269,74,6.777777778,3.258,2.7225,5.9805,0.835635359116022,4.31748811353631,2.05127066474171,1.94312054744657,0.0712357139261985,0.75506,"middle"
"100pM","chr1",234876516,234876739,62.6,5.25,8.14,0,8.14,0,4.15261347034608,1.83258146374831,2.21266038546606,-0.0330757788359736,0.75506,"middle"
"100pM","chr1",234963265,234963474,45.55555556,34.66666667,2.682,5.08,7.762,0.527952755905512,3.84064634268138,3.57421654588725,2.17042418939171,0.70392918001658,0.75506,"strong"
"100pM","chr1",246417526,246418062,27.47619048,0.6,0.32,0.6033333333,0.9233333333,0.530386740360795,3.34906831636099,0.470003629245736,0.654059791834568,-2.06957863854156,0.75506,"weak"
"100pM","chr10",107070,107319,21.7,1.166666667,0,0,0,0,3.12236492448736,0.773189888387328,0,-2.36417031272727,0.75506,"weak"
"100pM","chr10",126486,126721,27.66666667,3.285714286,2.553333333,3.086,5.639333333,0.827392525275437,3.35573500770168,1.45528723267351,1.89301155679113,-0.930047805320853,0.75506,"weak"
"100pM","chr10",126934,127293,34.92857143,13.07692308,4.241428571,3.855,8.096428571,0.908891882880656,3.58153284052424,2.64453679559846,2.20788187176309,0.0314070253046237,0.75506,"middle"
"100pM","chr10",3249474,3249706,28.81818182,4,8.3,2.9475,11.2475,0.355120481927711,3.39511833564675,1.6094379124341,2.50532183453059,-0.527346974059423,0.75506,"middle"
"100pM","chr10",3260947,3261133,40.625,6.428571429,0.64,2.72,3.36,0.235294117647059,3.72870094830061,2.00533356958381,1.47247205736094,-0.573555021380829,0.75506,"middle"
"100pM","chr10",3482792,3483069,45.41666667,16.6,7.661666667,1.21,8.871666667,0.157929084178467,3.8376585902111,2.86789890204411,2.28966870109459,0.366433581330741,0.75506,"middle"
"100pM","chr10",3585060,3585281,45.7,0.3333333333,0,0,0,0,3.84374416467485,0.287682072426781,0,-2.14864788365586,0.75506,"weak"
"100pM","chr10",4128004,4128334,55.21428571,9.642857143,2.155,0,2.155,0,4.02917091872591,2.36488897634362,1.14898849599318,-0.325481329598772,0.75506,"middle"
"100pM","chr10",4279780,4280007,56.7,19.33333333,1.6775,1.8125,3.49,0.92551724137931,4.05525717351405,3.01226157534127,1.50185270175416,0.218922206504581,0.75506,"middle"
"100pM","chr10",5656672,5656884,31.33333333,4.555555556,0,0.455,0.455,0,3.47609868973218,1.71479842817193,0.375005900623456,-1.42561968796952,0.75506,"weak"
"100pM","chr10",5660289,5660558,48.91666667,13.125,1.6775,3.084,4.7615,0.5439364461738,3.91035494839423,2.6479462770325,1.75119785747193,0.0376141378014658,0.75506,"middle"
"100pM","chr10",6296757,6297000,85,16.11111111,24.26,10.702,34.962,0.44113767518549,4.45434729625351,2.83972802501247,3.58246282540945,1.37909850353657,0.75506,"strong"
"100pM","chr10",6297797,6298260,107.8,18.05555556,58.992,7.03125,66.02325,0.119189890154597,4.68951133442184,2.94735868950301,4.20503957412059,1.89248626188613,0.75506,"strong"
"100pM","chr10",6304135,6304389,22.8,2.166666667,1.4375,0.455,1.8925,0.316521739130435,3.16968558067743,1.15267951004365,1.06212118008569,-1.61752876990408,0.75506,"weak"
"100pM","chr10",7488632,7488818,58.25,5,0,2.42,2.42,0,4.08176578001524,1.79175946922805,1.22964055107451,-0.569988509308307,0.75506,"middle"
"100pM","chr10",8128342,8128857,83.86363636,11.41176471,4.468333333,1.135,5.603333333,0.254009697892876,4.44104569014056,2.5186447897516,1.88757457199187,0.387393712816844,0.75506,"middle"
"100pM","chr10",8726030,8726347,69.33333333,6.4,0.32,5.831428571,6.151428571,0.0548750612485209,4.25324584476056,2.00148000021012,1.96731213688839,0.0118844156984411,0.75506,"middle"
"100pM","chr10",8752535,8752757,98,8.75,1.6775,3.175,4.8525,0.528346456692913,4.59511985013459,2.27726728500976,1.76686892038293,0.299700204195206,0.75506,"middle"
"100pM","chr10",9038268,9038462,122.8888889,19.875,52.9125,5.988,58.9005,0.113167965981573,4.81938510664769,3.03855227073692,4.09268485233197,1.97710102158111,0.75506,"strong"
"100pM","chr10",9178775,9178966,35.5,20.14285714,4.07,0.9066666667,4.9766666667,0.222768222776413,3.59731226058845,3.05130212457367,1.78786299895451,0.0684464315589554,0.75506,"middle"
"100pM","chr10",9187057,9187372,65.53846154,68,12.77,10.28166667,23.05166667,0.805142260767424,4.19778014949346,4.23410650459726,3.18020429435852,1.78969091680345,0.75506,"strong"
"100pM","chr10",9188115,9188909,186.9393939,79.0625,171.0393333,18.65375,189.6930833,0.109061171135891,5.2361195379843,4.38280757965695,5.25066524189092,3.55318679527863,0.75506,"strong"
"100pM","chr10",12150274,12150499,13.125,2.571428571,1.1975,0,1.1975,0,2.6479462770325,1.27296567569289,0.787320350577195,-2.03200076070553,0.75506,"weak"
"100pM","chr10",12872688,12872953,99.41666667,19.11111111,7.525714286,1.814,9.339714286,0.241040242967311,4.60932819616995,3.00127245387436,2.33599223678362,0.981310364167467,0.75506,"strong"
"100pM","chr10",12873364,12873602,50.88888889,38.72727273,15.48333333,3.63,19.11333333,0.2344456405241,3.94910468035409,3.68203792236587,3.00138294489708,1.23114313213175,0.75506,"strong"
"100pM","chr10",12881896,12882086,54.55555556,6.285714286,2.155,8.71,10.865,0.247416762342135,4.01738352116597,1.98591548370823,2.47359288988773,0.0849758893561933,0.75506,"middle"
"100pM","chr10",14407626,14407889,75.09090909,8.090909091,5.7475,1.661666667,7.409166667,0.289111207829491,4.33192879767916,2.20727491319972,2.12932238072808,0.255931398274533,0.75506,"middle"
"100pM","chr10",15461310,15461705,48.73333333,5.428571429,1.438333333,0.455,1.893333333,0.316338354650368,3.90667539903453,1.86075234078167,1.06240923988894,-0.728796131026924,0.75506,"middle"
"100pM","chr10",17445657,17446022,56.53333333,37.92857143,7.90125,12.18142857,20.08267857,0.6486308198251,4.05236448992328,3.66172846508468,3.04845178248889,1.31164058723488,0.75506,"strong"
"100pM","chr10",19177843,19178082,30.81818182,9.777777778,2.635,11.565,14.2,0.227842628620839,3.46003788174223,2.37748640118778,2.72129542785223,0.0451776700466088,0.75506,"middle"
"100pM","chr10",19228398,19228587,8.375,13.33333333,2.8725,1.36,4.2325,0.473455178416014,2.23804657185647,2.66258782679289,1.65488917533802,-1.12438922099125,0.75506,"weak"
"100pM","chr10",19232433,19232716,31.18181818,14.33333333,5.746,3.992,9.738,0.694744169857292,3.47140164027891,2.73002910760359,2.37378885200038,0.083568008939582,0.75506,"middle"
"100pM","chr10",22583740,22584140,40.58823529,19.6,11.91777778,5.55625,17.47402778,0.466215271216443,3.72781732174135,3.02529107579554,2.91636584190427,0.67742826031225,0.75506,"strong"
"100pM","chr10",22633062,22633303,65.2,15.45454545,0,14.515,14.515,0,4.19268046294296,2.80060175819121,2.74180729790034,0.782402253057834,0.75506,"strong"
"100pM","chr10",26982211,26982409,36,9.285714286,0.9566666667,16.33,17.2866666667,0.0585833843661972,3.61091791264422,2.33075596998852,2.90617219684317,0.208441032365131,0.75506,"middle"
"100pM","chr10",27004508,27004728,20.8,1.5,0,0.9075,0.9075,0,3.08190996979504,0.916290731874155,0.645793484176475,-2.00539091421361,0.75506,"weak"
"100pM","chr10",28496002,28496355,44.92857143,32.35714286,2.108,7.257142857,9.365142857,0.2904724409506,3.82708739465347,3.50727192813929,2.33844852842663,0.737407454560701,0.75506,"strong"
"100pM","chr10",28496462,28496765,127.4615385,15.46153846,8.071428571,2.332857143,10.404285714,0.289026548705612,4.85562954824867,2.80102665746686,2.43398922457734,1.08227372405114,0.75506,"strong"
"100pM","chr10",28925448,28925802,169.2,27.85714286,6.568571429,43.24111111,49.809682539,0.151905704094661,5.13697421613927,3.3623575484449,3.92808693758376,2.29225880602581,0.75506,"strong"
"100pM","chr10",28949734,28949937,29.25,22.5,1.916666667,1.5875,3.504166667,0.828260869421172,3.40949618447685,3.15700042115011,1.50500289437122,-0.133427969368542,0.75506,"middle"
"100pM","chr10",29101116,29101348,17,8.625,4.31,2.902,7.212,0.673317865429234,2.89037175789616,2.26436388017385,2.10559649915669,-0.692904299274548,0.75506,"middle"
"100pM","chr10",29107997,29108183,53.22222222,10.71428571,32.37,43,75.37,0.752790697674419,3.99309082847594,2.46080909784309,4.33558994890029,1.21610857226646,0.75506,"strong"
"100pM","chr10",29124903,29125331,121.5555556,9.111111111,10.11111111,4.665714286,14.776825396,0.461444270094664,4.80856444227993,2.31363492916964,2.75854211621782,0.934126158138851,0.75506,"strong"
"100pM","chr10",29303495,29303695,13.77777778,4.8,0.768,0.9066666667,1.6746666667,0.84705882349827,2.69312455103591,1.75785791755237,0.983824762003987,-1.63917611928643,0.75506,"weak"
"100pM","chr10",29622535,29622721,76.85714286,4.666666667,11.3,10.16,21.46,0.899115044247788,4.35487564564463,1.73460105544693,3.1117359493103,0.475298633174356,0.75506,"middle"
"100pM","chr10",29630289,29630652,125.9375,8.642857143,7.025,12.49888889,19.52388889,0.56204995994648,4.8436948393406,2.26621744883799,3.02158951940301,1.0562868477802,0.75506,"strong"
"100pM","chr10",29812181,29812671,66.2,11.625,4.022,3.108571429,7.130571429,0.772891951516658,4.2076732475291,2.53567897516142,2.09563120755961,0.338695680263424,0.75506,"middle"
"100pM","chr10",30522769,30523059,94.23076923,4.857142857,0,0.455,0.455,0,4.55630309577493,1.7676619176246,0.375005900623456,-0.669973488227749,0.75506,"middle"
"100pM","chr10",32651605,32651949,41.07142857,2.625,0,1.36,1.36,0,3.73936885400237,1.28785428830664,0.858661619037519,-1.25602830759333,0.75506,"weak"
"100pM","chr10",34427431,34427727,62.58333333,7.545454545,1.596666667,1.452,3.048666667,0.909394571835199,4.15235138144403,2.14539950941844,1.39838760888961,-0.246116772395009,0.75506,"middle"
"100pM","chr10",43026432,43026740,172,24.75,23.12,12.24666667,35.36666667,0.529700115484429,5.15329159449778,3.24843462710975,3.59365260426257,2.08124173577929,0.75506,"strong"
"100pM","chr10",43110850,43111041,70.5,5.142857143,0.64,0,0.64,0,4.26969744969996,1.8152899666615,0.494696241836107,-0.779426260998433,0.75506,"weak"
"100pM","chr10",44173312,44173898,77.95833333,65.59090909,42.043,9.254,51.297,0.220107984682349,4.36892028712636,4.1985680680792,3.95693900804898,2.2537300910178,0.75506,"strong"
"100pM","chr10",44236881,44237151,51.08333333,5.2,0.48,0,0.48,0,3.9528449998844,1.82454929205105,0.392042087776024,-1.03605685468509,0.75506,"weak"
"100pM","chr10",44642111,44642379,36.58333333,19.09090909,11.01333333,1.36,12.37333333,0.123486682846092,3.62656068962599,3.00026742867413,2.59326267417637,0.442085706744657,0.75506,"middle"
"100pM","chr10",46048118,46048412,100.9230769,6.1,0,3.446,3.446,0,4.62421838073237,1.96009478404727,1.492004815542,0.0127260112674368,0.75506,"middle"
"100pM","chr10",48287985,48288255,265.3333333,17.58333333,11.21857143,6.348571429,17.567142859,0.56589838274979,5.58474865697301,2.92226512149275,2.92139350563821,1.87117459563412,0.75506,"strong"
"100pM","chr10",50474008,50474273,31.8,3.888888889,0.48,2.873333333,3.353333333,0.167053364288521,3.4904285153901,1.58696505660477,1.47094183510361,-0.966733061641644,0.75506,"weak"
"100pM","chr10",52243268,52243494,14.8,2.2,0.32,0,0.32,0,2.76000994003292,1.16315080980568,0.277631736598279,-2.25954906686174,0.75506,"weak"
"100pM","chr10",56665091,56665426,30.33333333,3,0,0,0,0,3.44468249349551,1.38629436111989,0,-1.80710760227481,0.75506,"weak"
"100pM","chr10",56783679,56783883,8.428571429,3.2,0,0,0,0,2.24374459301657,1.43508452528932,0,-2.58750208999026,0.75506,"weak"
"100pM","chr10",59323196,59323542,111.4,9.142857143,5.38875,0.68,6.06875,0.126188819299466,4.72206393745959,2.31676972800009,1.95568366088229,0.496608298416857,0.75506,"middle"
"100pM","chr10",59350396,59350603,32.55555556,9.875,0.64,2.36,3,0.271186440677966,3.5132024401711,2.38646657697475,1.38629436111989,-0.547783405574571,0.75506,"middle"
"100pM","chr10",59835507,59835706,40.375,6,0.72,7.485,8.205,0.0961923847695391,3.72267683369723,1.94591014905531,2.21974681468504,-0.255879280611566,0.75506,"middle"
"100pM","chr10",60031607,60031876,34.16666667,4,1.596666667,3.855,5.451666667,0.414180717769131,3.5600986643428,1.6094379124341,1.86433849541317,-0.720677796413915,0.75506,"middle"
"100pM","chr10",60848276,60848507,116,75.5,12.76833333,1.135,13.90333333,0.0888917896068116,4.76217393479776,4.33729074083249,2.70158490135412,1.99926467705787,0.75506,"strong"
"100pM","chr10",60848683,60848985,116.4615385,38.23076923,5.94,8.845,14.785,0.671565856416054,4.76611094808453,3.66946136823723,2.75906012200995,1.65847023308147,0.75506,"strong"
"100pM","chr10",61409896,61410152,70.16666667,25.9,3.83,12.82857143,16.65857143,0.29855233849682,4.26502454404741,3.29212628660779,2.87122129892532,1.16532797176435,0.75506,"strong"
