"peak_chrom","peak_start","peak_end","alu_chrom","alu_start","alu_end","subfamily","distance","set","dose","alu_key","has_motif"
"chr5",119564757,119565079,"chr5",119568244,119568551,"AluY",3166,"SetA","10nM","chr5:119568244-119568551",FALSE
"chr5",127228244,127228512,"chr5",127227466,127227770,"AluY",475,"SetA","10nM","chr5:127227466-127227770",FALSE
"chr5",134037269,134037578,"chr5",134036671,134036982,"AluY",288,"SetA","10nM","chr5:134036671-134036982",FALSE
"chr5",160287563,160287955,"chr5",160288589,160288855,"AluY",635,"SetA","10nM","chr5:160288589-160288855",FALSE
"chr5",173766501,173766725,"chr5",173766734,173767030,"AluY",10,"SetA","10nM","chr5:173766734-173767030",FALSE
"chr5",173767968,173768177,"chr5",173766734,173767030,"AluY",939,"SetA","10nM","chr5:173766734-173767030",FALSE
"chr5",173824047,173824413,"chr5",173822974,173823283,"AluY",765,"SetA","10nM","chr5:173822974-173823283",FALSE
"chr5",173829703,173830015,"chr5",173822974,173823283,"AluY",6421,"SetA","10nM","chr5:173822974-173823283",FALSE
"chr6",681055,681403,"chr6",682195,682499,"AluY",793,"SetA","10nM","chr6:682195-682499",FALSE
"chr6",11067304,11067844,"chr6",11069433,11069743,"AluY",1590,"SetA","10nM","chr6:11069433-11069743",FALSE
"chr6",13747484,13747951,"chr6",13747490,13747747,"AluY",0,"SetA","10nM","chr6:13747490-13747747",FALSE
"chr6",19477488,19477762,"chr6",19476261,19476558,"AluY",931,"SetA","10nM","chr6:19476261-19476558",FALSE
"chr6",31810372,31810860,"chr6",31809270,31809556,"AluY",817,"SetA","10nM","chr6:31809270-31809556",FALSE
"chr6",37102157,37102678,"chr6",37101567,37101876,"AluY",282,"SetA","10nM","chr6:37101567-37101876",FALSE
"chr6",42122747,42123049,"chr6",42123099,42123411,"AluY",51,"SetA","10nM","chr6:42123099-42123411",FALSE
"chr6",74969302,74970321,"chr6",74977934,74978230,"AluY",7614,"SetA","10nM","chr6:74977934-74978230",FALSE
"chr6",74970537,74971083,"chr6",74977934,74978230,"AluY",6852,"SetA","10nM","chr6:74977934-74978230",FALSE
"chr6",74971595,74971988,"chr6",74977934,74978230,"AluY",5947,"SetA","10nM","chr6:74977934-74978230",FALSE
"chr6",121187745,121188152,"chr6",121198469,121198775,"AluY",10318,"SetA","10nM","chr6:121198469-121198775",FALSE
"chr6",121946237,121946508,"chr6",121953621,121953900,"AluY",7114,"SetA","10nM","chr6:121953621-121953900",FALSE
"chr6",122694614,122694939,"chr6",122688778,122689080,"AluY",5535,"SetA","10nM","chr6:122688778-122689080",FALSE
"chr6",125205101,125205457,"chr6",125204476,125204778,"AluY",324,"SetA","10nM","chr6:125204476-125204778",FALSE
"chr6",134529891,134530287,"chr6",134530387,134530687,"AluY",101,"SetA","10nM","chr6:134530387-134530687",FALSE
"chr6",138572263,138572464,"chr6",138573938,138574228,"AluY",1475,"SetA","10nM","chr6:138573938-138574228",FALSE
"chr6",139512535,139512847,"chr6",139511688,139511976,"AluY",560,"SetA","10nM","chr6:139511688-139511976",FALSE
"chr6",139531101,139531541,"chr6",139529933,139530232,"AluY",870,"SetA","10nM","chr6:139529933-139530232",FALSE
"chr6",139569243,139569571,"chr6",139567705,139568001,"AluY",1243,"SetA","10nM","chr6:139567705-139568001",FALSE
"chr6",139588034,139588754,"chr6",139587262,139587574,"AluY",461,"SetA","10nM","chr6:139587262-139587574",FALSE
"chr6",149717554,149717812,"chr6",149718962,149719268,"AluY",1151,"SetA","10nM","chr6:149718962-149719268",FALSE
"chr6",149719308,149719591,"chr6",149718962,149719268,"AluY",41,"SetA","10nM","chr6:149718962-149719268",FALSE
"chr6",151664481,151664677,"chr6",151668277,151668582,"AluY",3601,"SetA","10nM","chr6:151668277-151668582",FALSE
"chr6",169932372,169932648,"chr6",169919599,169919906,"AluY",12467,"SetA","10nM","chr6:169919599-169919906",FALSE
"chr7",10662965,10663163,"chr7",10664600,10664898,"AluY",1438,"SetA","10nM","chr7:10664600-10664898",FALSE
"chr7",10663370,10663650,"chr7",10664600,10664898,"AluY",951,"SetA","10nM","chr7:10664600-10664898",FALSE
"chr7",29100455,29101050,"chr7",29101318,29101606,"AluY",269,"SetA","10nM","chr7:29101318-29101606",FALSE
"chr7",29562632,29562852,"chr7",29562766,29563071,"AluY",0,"SetA","10nM","chr7:29562766-29563071",FALSE
"chr7",29947123,29947573,"chr7",29949033,29949332,"AluY",1461,"SetA","10nM","chr7:29949033-29949332",FALSE
"chr7",33832465,33832674,"chr7",33833365,33833681,"AluY",692,"SetA","10nM","chr7:33833365-33833681",FALSE
"chr7",33832851,33833252,"chr7",33833365,33833681,"AluY",114,"SetA","10nM","chr7:33833365-33833681",FALSE
"chr7",34622604,34622813,"chr7",34624861,34625132,"AluY",2049,"SetA","10nM","chr7:34624861-34625132",FALSE
"chr7",45414275,45414532,"chr7",45412472,45412767,"AluY",1509,"SetA","10nM","chr7:45412472-45412767",FALSE
"chr7",47405993,47406333,"chr7",47404604,47404913,"AluY",1081,"SetA","10nM","chr7:47404604-47404913",FALSE
"chr7",47477381,47477850,"chr7",47483171,47483468,"AluY",5322,"SetA","10nM","chr7:47483171-47483468",FALSE
"chr7",47576005,47576780,"chr7",47575533,47575845,"AluY",161,"SetA","10nM","chr7:47575533-47575845",FALSE
"chr7",66013872,66014230,"chr7",66014277,66014577,"AluY",48,"SetA","10nM","chr7:66014277-66014577",FALSE
"chr7",80940533,80940779,"chr7",80939790,80940094,"AluY",440,"SetA","10nM","chr7:80939790-80940094",FALSE
"chr7",109445220,109445432,"chr7",109445529,109445830,"AluY",98,"SetA","10nM","chr7:109445529-109445830",FALSE
"chr7",116442157,116442365,"chr7",116442440,116442740,"AluY",76,"SetA","10nM","chr7:116442440-116442740",FALSE
"chr7",140017650,140017930,"chr7",140016047,140016332,"AluY",1319,"SetA","10nM","chr7:140016047-140016332",FALSE
"chr7",140975551,140975785,"chr7",140975217,140975520,"AluY",32,"SetA","10nM","chr7:140975217-140975520",FALSE
"chr7",140992545,140992906,"chr7",140993293,140993595,"AluY",388,"SetA","10nM","chr7:140993293-140993595",FALSE
"chr7",142356055,142356594,"chr7",142357248,142357538,"AluY",655,"SetA","10nM","chr7:142357248-142357538",FALSE
"chr7",151856560,151856932,"chr7",151853488,151853778,"AluY",2783,"SetA","10nM","chr7:151853488-151853778",FALSE
"chr8",1260941,1261561,"chr8",1266950,1267231,"AluY",5390,"SetA","10nM","chr8:1266950-1267231",FALSE
"chr8",1764506,1764747,"chr8",1766383,1766690,"AluY",1637,"SetA","10nM","chr8:1766383-1766690",FALSE
"chr8",17923102,17923454,"chr8",17925554,17925849,"AluY",2101,"SetA","10nM","chr8:17925554-17925849",FALSE
"chr8",40214565,40214820,"chr8",40212460,40212720,"AluY",1846,"SetA","10nM","chr8:40212460-40212720",FALSE
"chr8",53429639,53429959,"chr8",53426795,53427109,"AluY",2531,"SetA","10nM","chr8:53426795-53427109",FALSE
"chr8",58658365,58658598,"chr8",58656544,58656851,"AluY",1515,"SetA","10nM","chr8:58656544-58656851",FALSE
"chr8",98945042,98945228,"chr8",98935928,98936217,"AluY",8826,"SetA","10nM","chr8:98935928-98936217",FALSE
"chr8",111114167,111114519,"chr8",111119692,111119990,"AluY",5174,"SetA","10nM","chr8:111119692-111119990",FALSE
"chr8",115998200,115998737,"chr8",115994034,115994347,"AluY",3854,"SetA","10nM","chr8:115994034-115994347",FALSE
"chr8",118620173,118620457,"chr8",118619242,118619497,"AluY",677,"SetA","10nM","chr8:118619242-118619497",FALSE
"chr8",118620799,118620985,"chr8",118619242,118619497,"AluY",1303,"SetA","10nM","chr8:118619242-118619497",FALSE
"chr8",122846124,122846401,"chr8",122842423,122842720,"AluY",3405,"SetA","10nM","chr8:122842423-122842720",FALSE
"chr8",127866162,127866518,"chr8",127864547,127864847,"AluY",1316,"SetA","10nM","chr8:127864547-127864847",FALSE
"chr8",127953063,127953465,"chr8",127952770,127953063,"AluY",1,"SetA","10nM","chr8:127952770-127953063",FALSE
"chr9",16040408,16040644,"chr9",16036362,16036670,"AluY",3739,"SetA","10nM","chr9:16036362-16036670",FALSE
"chr9",72026142,72026455,"chr9",72026529,72026825,"AluY",75,"SetA","10nM","chr9:72026529-72026825",FALSE
"chr9",80482307,80482622,"chr9",80473621,80473925,"AluY",8383,"SetA","10nM","chr9:80473621-80473925",FALSE
"chr9",81663406,81663731,"chr9",81663622,81663923,"AluY",0,"SetA","10nM","chr9:81663622-81663923",FALSE
"chr9",84056232,84056527,"chr9",84055808,84056078,"AluY",155,"SetA","10nM","chr9:84055808-84056078",FALSE
"chr9",87465815,87466286,"chr9",87465364,87465661,"AluY",155,"SetA","10nM","chr9:87465364-87465661",FALSE
"chr9",89435457,89435743,"chr9",89438661,89438964,"AluY",2919,"SetA","10nM","chr9:89438661-89438964",FALSE
"chr9",89872959,89873284,"chr9",89870697,89871003,"AluY",1957,"SetA","10nM","chr9:89870697-89871003",FALSE
"chr9",93072156,93072682,"chr9",93073241,93073547,"AluY",560,"SetA","10nM","chr9:93073241-93073547",FALSE
"chr9",105901612,105901968,"chr9",105902888,105903200,"AluY",921,"SetA","10nM","chr9:105902888-105903200",FALSE
"chr9",114392695,114393018,"chr9",114393211,114393524,"AluY",194,"SetA","10nM","chr9:114393211-114393524",FALSE
"chr9",114557631,114557892,"chr9",114557293,114557587,"AluY",45,"SetA","10nM","chr9:114557293-114557587",FALSE
"chr9",115326430,115326796,"chr9",115324427,115324735,"AluY",1696,"SetA","10nM","chr9:115324427-115324735",FALSE
"chr9",124777810,124778014,"chr9",124778077,124778384,"AluY",64,"SetA","10nM","chr9:124778077-124778384",FALSE
"chr9",125500945,125501263,"chr9",125500210,125500491,"AluY",455,"SetA","10nM","chr9:125500210-125500491",FALSE
"chr9",125512383,125512591,"chr9",125512580,125512882,"AluY",0,"SetA","10nM","chr9:125512580-125512882",FALSE
"chr9",129176370,129176575,"chr9",129180245,129180548,"AluY",3671,"SetA","10nM","chr9:129180245-129180548",FALSE
"chr9",129488639,129489236,"chr9",129489329,129489625,"AluY",94,"SetA","10nM","chr9:129489329-129489625",FALSE
"chr9",134702504,134702849,"chr9",134703627,134703938,"AluY",779,"SetA","10nM","chr9:134703627-134703938",FALSE
"chr9",134895698,134896060,"chr9",134893535,134893839,"AluY",1860,"SetA","10nM","chr9:134893535-134893839",FALSE
"chr9",134896485,134896701,"chr9",134893535,134893839,"AluY",2647,"SetA","10nM","chr9:134893535-134893839",FALSE
"chr9",136171313,136171545,"chr9",136167909,136168207,"AluY",3107,"SetA","10nM","chr9:136167909-136168207",FALSE
"chrX",6461348,6461650,"chrX",6459036,6459328,"AluY",2021,"SetA","10nM","chrX:6459036-6459328",FALSE
"chrX",6462638,6462999,"chrX",6459036,6459328,"AluY",3311,"SetA","10nM","chrX:6459036-6459328",FALSE
"chrX",7218439,7218816,"chrX",7220543,7220847,"AluY",1728,"SetA","10nM","chrX:7220543-7220847",FALSE
"chrX",7219045,7219467,"chrX",7220543,7220847,"AluY",1077,"SetA","10nM","chrX:7220543-7220847",FALSE
"chrX",9421393,9421716,"chrX",9422071,9422372,"AluY",356,"SetA","10nM","chrX:9422071-9422372",FALSE
"chrX",23234203,23234538,"chrX",23235657,23235988,"AluY",1120,"SetA","10nM","chrX:23235657-23235988",FALSE
"chrX",39577265,39577676,"chrX",39579819,39580121,"AluY",2144,"SetA","10nM","chrX:39579819-39580121",FALSE
"chrX",39895147,39895465,"chrX",39896598,39896925,"AluY",1134,"SetA","10nM","chrX:39896598-39896925",FALSE
"chrX",54696182,54696651,"chrX",54702557,54702849,"AluY",5907,"SetA","10nM","chrX:54702557-54702849",FALSE
"chrX",54747669,54748077,"chrX",54743835,54744135,"AluY",3535,"SetA","10nM","chrX:54743835-54744135",FALSE
"chrX",54748632,54748881,"chrX",54743835,54744135,"AluY",4498,"SetA","10nM","chrX:54743835-54744135",FALSE
"chrX",115958594,115958837,"chrX",115956455,115956758,"AluY",1837,"SetA","10nM","chrX:115956455-115956758",FALSE
"chrX",138037493,138037823,"chrX",138035751,138036039,"AluY",1455,"SetA","10nM","chrX:138035751-138036039",FALSE
"chr1",1678459,1678642,"chr1",1677467,1677750,"AluY",710,"SetB","10nM","chr1:1677467-1677750",FALSE
"chr1",14926044,14926381,"chr1",14928168,14928472,"AluY",1788,"SetB","10nM","chr1:14928168-14928472",FALSE
"chr1",25568216,25568465,"chr1",25570577,25570878,"AluY",2113,"SetB","10nM","chr1:25570577-25570878",FALSE
"chr1",36204095,36204494,"chr1",36204933,36205230,"AluY",440,"SetB","10nM","chr1:36204933-36205230",FALSE
"chr1",39142806,39143203,"chr1",39143762,39144080,"AluY",560,"SetB","10nM","chr1:39143762-39144080",FALSE
"chr1",51558697,51558916,"chr1",51558014,51558295,"AluY",403,"SetB","10nM","chr1:51558014-51558295",FALSE
"chr1",147669258,147670078,"chr1",147671121,147671433,"AluY",1044,"SetB","10nM","chr1:147671121-147671433",FALSE
"chr1",177448666,177449138,"chr1",177449964,177450277,"AluY",827,"SetB","10nM","chr1:177449964-177450277",FALSE
"chr1",179883085,179883300,"chr1",179880833,179881142,"AluY",1944,"SetB","10nM","chr1:179880833-179881142",FALSE
"chr1",205506102,205506374,"chr1",205507349,205507663,"AluY",976,"SetB","10nM","chr1:205507349-205507663",FALSE
"chr1",206688870,206689223,"chr1",206688627,206688933,"AluY",0,"SetB","10nM","chr1:206688627-206688933",FALSE
"chr1",206847532,206847962,"chr1",206848499,206848813,"AluY",538,"SetB","10nM","chr1:206848499-206848813",FALSE
"chr1",209220010,209220314,"chr1",209205716,209206029,"AluY",13982,"SetB","10nM","chr1:209205716-209206029",FALSE
"chr1",244050175,244050438,"chr1",244032212,244032495,"AluY",17681,"SetB","10nM","chr1:244032212-244032495",FALSE
"chr10",29124781,29125368,"chr10",29125288,29125586,"AluY",0,"SetB","10nM","chr10:29125288-29125586",FALSE
"chr10",29622460,29622774,"chr10",29621968,29622278,"AluY",183,"SetB","10nM","chr10:29621968-29622278",FALSE
"chr10",72272605,72272944,"chr10",72271776,72272086,"AluY",520,"SetB","10nM","chr10:72271776-72272086",FALSE
"chr10",72331653,72331863,"chr10",72330681,72330978,"AluY",676,"SetB","10nM","chr10:72330681-72330978",FALSE
"chr10",88385575,88385958,"chr10",88380395,88380683,"AluY",4893,"SetB","10nM","chr10:88380395-88380683",FALSE
"chr10",98363130,98363421,"chr10",98362679,98362985,"AluY",146,"SetB","10nM","chr10:98362679-98362985",FALSE
"chr10",98363806,98364118,"chr10",98362679,98362985,"AluY",822,"SetB","10nM","chr10:98362679-98362985",FALSE
"chr10",98366245,98366453,"chr10",98362679,98362985,"AluY",3261,"SetB","10nM","chr10:98362679-98362985",FALSE
"chr10",102710574,102711074,"chr10",102711469,102711782,"AluY",396,"SetB","10nM","chr10:102711469-102711782",FALSE
"chr10",104480846,104481205,"chr10",104478926,104479226,"AluY",1621,"SetB","10nM","chr10:104478926-104479226",FALSE
"chr10",110844144,110844367,"chr10",110844957,110845223,"AluY",591,"SetB","10nM","chr10:110844957-110845223",FALSE
"chr10",113678523,113679163,"chr10",113677808,113678119,"AluY",405,"SetB","10nM","chr10:113677808-113678119",FALSE
"chr10",114337060,114337338,"chr10",114335330,114335628,"AluY",1433,"SetB","10nM","chr10:114335330-114335628",FALSE
"chr10",117005786,117005990,"chr10",117006284,117006586,"AluY",295,"SetB","10nM","chr10:117006284-117006586",FALSE
"chr10",121553803,121554097,"chr10",121554333,121554669,"AluY",237,"SetB","10nM","chr10:121554333-121554669",FALSE
"chr10",126175867,126176273,"chr10",126174757,126175055,"AluY",813,"SetB","10nM","chr10:126174757-126175055",FALSE
"chr10",128540885,128541590,"chr10",128534032,128534328,"AluY",6558,"SetB","10nM","chr10:128534032-128534328",FALSE
"chr11",2165266,2165574,"chr11",2174987,2175292,"AluY",9414,"SetB","10nM","chr11:2174987-2175292",FALSE
"chr11",2169022,2169794,"chr11",2174987,2175292,"AluY",5194,"SetB","10nM","chr11:2174987-2175292",FALSE
"chr11",60757183,60757555,"chr11",60755234,60755532,"AluY",1652,"SetB","10nM","chr11:60755234-60755532",FALSE
"chr11",60757667,60757858,"chr11",60755234,60755532,"AluY",2136,"SetB","10nM","chr11:60755234-60755532",FALSE
"chr11",69653985,69654210,"chr11",69660430,69660726,"AluY",6221,"SetB","10nM","chr11:69660430-69660726",FALSE
"chr11",69654433,69654743,"chr11",69660430,69660726,"AluY",5688,"SetB","10nM","chr11:69660430-69660726",FALSE
"chr11",69654994,69655184,"chr11",69660430,69660726,"AluY",5247,"SetB","10nM","chr11:69660430-69660726",FALSE
"chr11",78268205,78268590,"chr11",78267576,78267881,"AluY",325,"SetB","10nM","chr11:78267576-78267881",FALSE
"chr11",79059719,79060614,"chr11",79058261,79058565,"AluY",1155,"SetB","10nM","chr11:79058261-79058565",FALSE
"chr11",94544147,94544425,"chr11",94542625,94542926,"AluY",1222,"SetB","10nM","chr11:94542625-94542926",FALSE
"chr11",94832695,94832981,"chr11",94834305,94834602,"AluY",1325,"SetB","10nM","chr11:94834305-94834602",FALSE
"chr11",101299182,101299998,"chr11",101302394,101302690,"AluY",2397,"SetB","10nM","chr11:101302394-101302690",FALSE
"chr11",101441695,101442130,"chr11",101431407,101431723,"AluY",9973,"SetB","10nM","chr11:101431407-101431723",FALSE
"chr11",101443714,101444070,"chr11",101431407,101431723,"AluY",11992,"SetB","10nM","chr11:101431407-101431723",FALSE
"chr11",117185184,117185501,"chr11",117185037,117185347,"AluY",0,"SetB","10nM","chr11:117185037-117185347",FALSE
"chr11",129694367,129694906,"chr11",129693756,129694065,"AluY",303,"SetB","10nM","chr11:129693756-129694065",FALSE
"chr11",131897278,131897666,"chr11",131896679,131896987,"AluY",292,"SetB","10nM","chr11:131896679-131896987",FALSE
"chr11",131897952,131898242,"chr11",131896679,131896987,"AluY",966,"SetB","10nM","chr11:131896679-131896987",FALSE
"chr12",105459,105799,"chr12",107397,107709,"AluY",1599,"SetB","10nM","chr12:107397-107709",FALSE
"chr12",6088850,6089210,"chr12",6088196,6088492,"AluY",359,"SetB","10nM","chr12:6088196-6088492",FALSE
"chr12",6363890,6364272,"chr12",6364473,6364776,"AluY",202,"SetB","10nM","chr12:6364473-6364776",FALSE
"chr12",12356837,12357041,"chr12",12356013,12356317,"AluY",521,"SetB","10nM","chr12:12356013-12356317",FALSE
"chr12",64625410,64625655,"chr12",64624671,64624966,"AluY",445,"SetB","10nM","chr12:64624671-64624966",FALSE
"chr12",119171151,119171602,"chr12",119170694,119170994,"AluY",158,"SetB","10nM","chr12:119170694-119170994",FALSE
"chr12",119172540,119172787,"chr12",119170694,119170994,"AluY",1547,"SetB","10nM","chr12:119170694-119170994",FALSE
"chr13",26983109,26983324,"chr13",26982303,26982585,"AluY",525,"SetB","10nM","chr13:26982303-26982585",FALSE
"chr13",32068254,32068588,"chr13",32068908,32069214,"AluY",321,"SetB","10nM","chr13:32068908-32069214",FALSE
"chr13",46143221,46143514,"chr13",46143787,46144100,"AluY",274,"SetB","10nM","chr13:46143787-46144100",FALSE
"chr13",113863804,113864103,"chr13",113864979,113865287,"AluY",877,"SetB","10nM","chr13:113864979-113865287",FALSE
"chr14",35334236,35334516,"chr14",35334745,35335042,"AluY",230,"SetB","10nM","chr14:35334745-35335042",FALSE
"chr14",50018354,50018731,"chr14",50016709,50017018,"AluY",1337,"SetB","10nM","chr14:50016709-50017018",FALSE
"chr14",53152158,53152382,"chr14",53155201,53155501,"AluY",2820,"SetB","10nM","chr14:53155201-53155501",FALSE
"chr14",69357604,69357889,"chr14",69356554,69356855,"AluY",750,"SetB","10nM","chr14:69356554-69356855",FALSE
"chr14",90555834,90556146,"chr14",90548845,90549146,"AluY",6689,"SetB","10nM","chr14:90548845-90549146",FALSE
"chr14",91418074,91418588,"chr14",91419944,91420221,"AluY",1357,"SetB","10nM","chr14:91419944-91420221",FALSE
"chr14",99964851,99965462,"chr14",99963956,99964276,"AluY",576,"SetB","10nM","chr14:99963956-99964276",FALSE
"chr14",105032179,105032715,"chr14",105031965,105032272,"AluY",0,"SetB","10nM","chr14:105031965-105032272",FALSE
"chr15",80696828,80697083,"chr15",80698061,80698363,"AluY",979,"SetB","10nM","chr15:80698061-80698363",FALSE
"chr15",82952094,82952495,"chr15",82953591,82953896,"AluY",1097,"SetB","10nM","chr15:82953591-82953896",FALSE
"chr15",89693609,89693952,"chr15",89694244,89694534,"AluY",293,"SetB","10nM","chr15:89694244-89694534",FALSE
"chr15",98751977,98752219,"chr15",98752401,98752702,"AluY",183,"SetB","10nM","chr15:98752401-98752702",FALSE
"chr15",101248269,101248629,"chr15",101248777,101249102,"AluY",149,"SetB","10nM","chr15:101248777-101249102",FALSE
"chr16",327114,327478,"chr16",326858,327154,"AluY",0,"SetB","10nM","chr16:326858-327154",FALSE
"chr16",1827565,1827940,"chr16",1827999,1828297,"AluY",60,"SetB","10nM","chr16:1827999-1828297",FALSE
"chr16",2719168,2719641,"chr16",2718313,2718616,"AluY",553,"SetB","10nM","chr16:2718313-2718616",FALSE
"chr16",3166464,3167050,"chr16",3167517,3167828,"AluY",468,"SetB","10nM","chr16:3167517-3167828",FALSE
"chr16",3167221,3167454,"chr16",3167517,3167828,"AluY",64,"SetB","10nM","chr16:3167517-3167828",FALSE
"chr16",10577037,10577324,"chr16",10575237,10575538,"AluY",1500,"SetB","10nM","chr16:10575237-10575538",FALSE
"chr16",12037018,12037251,"chr16",12036322,12036632,"AluY",387,"SetB","10nM","chr16:12036322-12036632",FALSE
"chr16",88936246,88936541,"chr16",88934743,88935039,"AluY",1208,"SetB","10nM","chr16:88934743-88935039",FALSE
"chr17",40549284,40549550,"chr17",40545001,40545309,"AluY",3976,"SetB","10nM","chr17:40545001-40545309",FALSE
"chr17",41525664,41525956,"chr17",41525959,41526273,"AluY",4,"SetB","10nM","chr17:41525959-41526273",FALSE
"chr17",57085589,57085990,"chr17",57083944,57084247,"AluY",1343,"SetB","10nM","chr17:57083944-57084247",FALSE
"chr17",57375745,57376270,"chr17",57376922,57377219,"AluY",653,"SetB","10nM","chr17:57376922-57377219",TRUE
"chr17",57376739,57377002,"chr17",57376922,57377219,"AluY",0,"SetB","10nM","chr17:57376922-57377219",TRUE
"chr17",60346809,60347397,"chr17",60347351,60347652,"AluY",0,"SetB","10nM","chr17:60347351-60347652",FALSE
"chr17",72617709,72618352,"chr17",72618975,72619278,"AluY",624,"SetB","10nM","chr17:72618975-72619278",FALSE
"chr17",73506545,73506768,"chr17",73504345,73504658,"AluY",1888,"SetB","10nM","chr17:73504345-73504658",FALSE
"chr17",82103696,82104257,"chr17",82104530,82104837,"AluY",274,"SetB","10nM","chr17:82104530-82104837",FALSE
"chr17",82234880,82235147,"chr17",82233834,82234139,"AluY",742,"SetB","10nM","chr17:82233834-82234139",FALSE
"chr17",83064825,83065069,"chr17",83060830,83061127,"AluY",3699,"SetB","10nM","chr17:83060830-83061127",FALSE
"chr17",83180925,83181367,"chr17",83170304,83170603,"AluY",10323,"SetB","10nM","chr17:83170304-83170603",FALSE
"chr17",83189758,83190061,"chr17",83170304,83170603,"AluY",19156,"SetB","10nM","chr17:83170304-83170603",FALSE
"chr18",13223579,13223958,"chr18",13224467,13224779,"AluY",510,"SetB","10nM","chr18:13224467-13224779",FALSE
"chr18",48548235,48548569,"chr18",48551792,48552101,"AluY",3224,"SetB","10nM","chr18:48551792-48552101",FALSE
"chr18",77054743,77055058,"chr18",77057824,77058117,"AluY",2767,"SetB","10nM","chr18:77057824-77058117",FALSE
"chr18",77055163,77055444,"chr18",77057824,77058117,"AluY",2381,"SetB","10nM","chr18:77057824-77058117",FALSE
"chr19",1181557,1182177,"chr19",1181113,1181394,"AluY",164,"SetB","10nM","chr19:1181113-1181394",FALSE
"chr19",1208022,1208309,"chr19",1208306,1208607,"AluY",0,"SetB","10nM","chr19:1208306-1208607",FALSE
"chr19",15562885,15563450,"chr19",15562555,15562838,"AluY",48,"SetB","10nM","chr19:15562555-15562838",FALSE
"chr19",16463709,16464289,"chr19",16464805,16465094,"AluY",517,"SetB","10nM","chr19:16464805-16465094",FALSE
"chr19",16824727,16824984,"chr19",16824243,16824533,"AluY",195,"SetB","10nM","chr19:16824243-16824533",FALSE
"chr19",40226809,40227127,"chr19",40227060,40227353,"AluY",0,"SetB","10nM","chr19:40227060-40227353",FALSE
"chr19",57798690,57798969,"chr19",57798889,57799185,"AluY",0,"SetB","10nM","chr19:57798889-57799185",FALSE
"chr19",58518153,58518484,"chr19",58520773,58521081,"AluY",2290,"SetB","10nM","chr19:58520773-58521081",FALSE
"chr2",10021757,10022064,"chr2",10021265,10021553,"AluY",205,"SetB","10nM","chr2:10021265-10021553",FALSE
"chr2",10022441,10022637,"chr2",10021265,10021553,"AluY",889,"SetB","10nM","chr2:10021265-10021553",FALSE
"chr2",19003664,19003894,"chr2",19006862,19007134,"AluY",2969,"SetB","10nM","chr2:19006862-19007134",FALSE
"chr2",24084178,24084476,"chr2",24085953,24086252,"AluY",1478,"SetB","10nM","chr2:24085953-24086252",FALSE
"chr2",42342499,42342868,"chr2",42344570,42344863,"AluY",1703,"SetB","10nM","chr2:42344570-42344863",FALSE
"chr2",45820682,45820997,"chr2",45817411,45817710,"AluY",2973,"SetB","10nM","chr2:45817411-45817710",FALSE
"chr2",109351193,109351509,"chr2",109357168,109357480,"AluY",5660,"SetB","10nM","chr2:109357168-109357480",FALSE
"chr2",138435738,138436091,"chr2",138437008,138437309,"AluY",918,"SetB","10nM","chr2:138437008-138437309",FALSE
"chr2",189541284,189542048,"chr2",189539690,189539987,"AluY",1298,"SetB","10nM","chr2:189539690-189539987",FALSE
"chr2",221767364,221767861,"chr2",221768629,221768942,"AluY",769,"SetB","10nM","chr2:221768629-221768942",FALSE
"chr2",224331662,224332228,"chr2",224332017,224332330,"AluY",0,"SetB","10nM","chr2:224332017-224332330",FALSE
"chr2",236611519,236611966,"chr2",236609816,236610127,"AluY",1393,"SetB","10nM","chr2:236609816-236610127",FALSE
"chr2",240565972,240566220,"chr2",240563204,240563501,"AluY",2472,"SetB","10nM","chr2:240563204-240563501",FALSE
"chr20",48663714,48664157,"chr20",48664092,48664397,"AluY",0,"SetB","10nM","chr20:48664092-48664397",FALSE
"chr20",50283539,50283794,"chr20",50287209,50287511,"AluY",3416,"SetB","10nM","chr20:50287209-50287511",FALSE
"chr20",50284709,50285154,"chr20",50287209,50287511,"AluY",2056,"SetB","10nM","chr20:50287209-50287511",FALSE
"chr21",15199546,15199757,"chr21",15202156,15202452,"AluY",2400,"SetB","10nM","chr21:15202156-15202452",FALSE
"chr21",15199932,15200350,"chr21",15202156,15202452,"AluY",1807,"SetB","10nM","chr21:15202156-15202452",FALSE
"chr21",15200664,15200868,"chr21",15202156,15202452,"AluY",1289,"SetB","10nM","chr21:15202156-15202452",FALSE
"chr21",15203625,15204090,"chr21",15202156,15202452,"AluY",1174,"SetB","10nM","chr21:15202156-15202452",FALSE
"chr21",15204196,15204638,"chr21",15202156,15202452,"AluY",1745,"SetB","10nM","chr21:15202156-15202452",FALSE
"chr21",15204898,15205241,"chr21",15202156,15202452,"AluY",2447,"SetB","10nM","chr21:15202156-15202452",FALSE
"chr21",31529378,31529759,"chr21",31528920,31529218,"AluY",161,"SetB","10nM","chr21:31528920-31529218",FALSE
"chr21",36193333,36193567,"chr21",36192685,36192987,"AluY",347,"SetB","10nM","chr21:36192685-36192987",FALSE
"chr21",39523636,39524292,"chr21",39524885,39525183,"AluY",594,"SetB","10nM","chr21:39524885-39525183",FALSE
"chr21",44764750,44765103,"chr21",44769378,44769677,"AluY",4276,"SetB","10nM","chr21:44769378-44769677",FALSE
