"chrom","start","end","nearest_alu_subfamily","distance","set","dose","overlaps_alu"
"chr11",78150701,78151042,"AluJb",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr11",78156088,78156725,"AluSx3",74,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",78259878,78260478,"AluSq2",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr11",78268284,78268550,"AluY",404,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",78396582,78396880,"AluSp",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr11",79059848,79060546,"AluY",1284,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",83004146,83004578,"AluSp",428,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",84687513,84687814,"AluY",1528,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",85137249,85137458,"AluYa5",2697,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",86497102,86497376,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr11",86499741,86500126,"AluSx",2458,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",86671304,86671913,"AluJo",2802,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",86674130,86674335,"AluJo",380,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",86706206,86706587,"AluJr",1474,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",86776251,86776598,"AluYh7",457,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",86790340,86790608,"AluJb",2273,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",87924174,87924463,"AluJo",3322,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",94830911,94831123,"AluSx1",1397,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101034100,101034421,"AluSc",6543,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101178535,101178865,"AluSg7",7771,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101299190,101299893,"AluY",2502,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101300508,101300784,"AluY",1611,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101336117,101336546,"Alu",695,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101336966,101337155,"Alu",1544,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101436612,101436855,"AluY",4890,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101438198,101438433,"AluY",6476,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101441743,101442115,"AluY",10021,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101443739,101443998,"AluY",12017,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",101686780,101686989,"AluJr",6252,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",106461180,106461429,"AluSx",540,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",111334633,111334944,"AluJb",3054,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",111336115,111336370,"AluJb",1628,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",112293079,112293370,"AluSz",3963,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",117183834,117184187,"AluSq2",183,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",117185212,117185449,"AluY",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr11",118057852,118058270,"AluSz",2749,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",119910048,119910351,"AluJo",2255,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",123096438,123096743,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr11",126083188,126083375,"AluSc",1420,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",129694481,129694841,"AluY",417,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",129696026,129696247,"AluSz",1714,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",131692176,131692599,"AluJb",20015,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",131696695,131697243,"AluJb",15371,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",131700360,131700715,"AluJb",11899,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",131897303,131897609,"AluY",317,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",131900374,131900567,"AluY",3388,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",133215578,133215790,"AluJr",1981,"SetA_ER_H3K27ac","100pM",FALSE
"chr11",134640089,134640353,"AluSp",5607,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",524184,524579,"AluSx3",106,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",1767895,1768294,"AluSq10",602,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",1841580,1841820,"FLAM_C",6956,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",1932246,1932521,"AluJo",587,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",2795935,2796195,"AluSz6",2014,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",3349882,3350159,"AluSz",2757,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",3514389,3514707,"AluSx",6452,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",6065325,6065541,"AluSx1",2310,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",6237573,6237869,"AluSx",175,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",6264808,6265053,"FLAM_C",275,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",6363947,6364213,"AluY",261,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",13050125,13050514,"AluSx1",647,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",15216498,15216827,"AluJr",1642,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",15243197,15243413,"AluJr",837,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",23225814,23226285,"AluSx",2718,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",23235456,23235740,"AluY",3163,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",24544227,24544671,"AluSz",535,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",26101411,26101783,"AluJr",1904,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",26102261,26102464,"AluJr",2754,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",27623595,27624175,"AluJr",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr12",31773480,31773790,"AluSc8",571,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",45596283,45596581,"AluSg",1428,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",46201483,46201892,"AluJb",19,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",46209311,46209501,"AluSx",5916,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",48021986,48022245,"AluSz6",703,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",49187999,49188205,"AluSx1",3406,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",52148734,52149197,"FLAM_A",3587,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",52344874,52345113,"AluSq",162,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",52895235,52895499,"AluSc8",270,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",52969960,52970260,"AluSz",219,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",52971925,52972379,"AluSp",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr12",53157990,53158313,"AluSz",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr12",53978026,53978223,"AluSz",29575,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",53983344,53983634,"AluSz",34893,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",53990333,53990624,"AluSz",41882,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",57088680,57088882,"AluSg",1318,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",57918200,57918390,"AluSz",1398,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",64019010,64019552,"AluSx",621,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",64081278,64081546,"AluSq2",902,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",64611098,64611331,"AluSx",1145,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",68793178,68793492,"FLAM_A",683,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",69417911,69418108,"AluSx4",138,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",69440144,69440469,"AluSz",537,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",74871271,74871480,"AluJb",2807,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",74871725,74872207,"AluJb",3261,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",74873193,74873468,"AluJb",4729,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",75706168,75706727,"AluSx1",631,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",79022855,79023210,"AluSc",8704,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",89425071,89425305,"AluSx",1241,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",89464959,89465290,"AluSg",175,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",97500583,97500916,"AluSx",626,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",97568691,97569064,"AluSx1",8336,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",97701961,97702189,"AluSc",3303,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",100952462,100952977,"AluY",4285,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",101697296,101697838,"AluSx",1247,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",101698601,101698835,"AluSx",250,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",103175654,103175970,"AluSp",4646,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",106277108,106277305,"FAM",543,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",106279273,106279661,"FAM",2708,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",115869099,115869305,"AluSx1",1833,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",115870234,115870527,"AluSx1",611,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",115872150,115872511,"AluSx1",717,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",116385882,116386145,"AluSz6",138,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",116390368,116390881,"AluSx3",373,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",116495348,116495589,"AluJr",221,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",119171226,119171561,"AluY",233,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",121748840,121749172,"AluJb",228,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",122098242,122098603,"AluJo",354,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",122803634,122804299,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr12",123069796,123070204,"AluJr",527,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",124217989,124218206,"AluSq",315,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",124393079,124393272,"AluJo",7651,"SetA_ER_H3K27ac","100pM",FALSE
"chr12",124730688,124731037,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr12",131860844,131861118,"AluJb",257,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",20505690,20505964,"AluSx",309,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",22979086,22979375,"AluSq2",786,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",25659175,25659565,"AluSq2",523,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",29908931,29909256,"AluSq2",2446,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",29918804,29919083,"AluJo",491,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",29920143,29920372,"AluJo",279,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",30833011,30833368,"AluSq",149,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",32068354,32068549,"AluY",360,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",33345668,33345980,"AluSx",633,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",33642694,33643074,"FLAM_C",1313,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",33648855,33649126,"AluSp",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr13",38684448,38685179,"AluSc",3846,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",40993831,40994152,"AluJr",48,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",41017129,41017488,"AluSp",186,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",41101924,41102153,"AluSz",214,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",46120288,46120628,"AluSx1",3497,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",46143262,46143472,"AluY",316,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",98293166,98293502,"AluSq2",1233,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",98301000,98301200,"AluJb",4042,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",98420029,98420297,"AluSx1",548,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",106861100,106861482,"AluSx4",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr13",106861930,106862139,"AluSx4",636,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",108919371,108919653,"AluSq",401,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",112968801,112969123,"AluSx1",8723,"SetA_ER_H3K27ac","100pM",FALSE
"chr13",113928666,113928964,"AluSz",3613,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",23072217,23072417,"AluSp",981,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",29111693,29111885,"AluSq2",930,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",33781403,33781727,"AluSp",2995,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",36656290,36656506,"AluJo",11654,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",36856192,36856452,"AluSq2",9512,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",44449714,44449982,"AluSq2",1698,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",45891482,45891734,"FLAM_C",3576,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",45892610,45892875,"FLAM_C",2435,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",53231300,53231517,"AluJb",380,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",53943557,53943743,"FLAM_C",5285,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",61485237,61485480,"AluJo",215,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",61559294,61559589,"AluJr",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",63547828,63548081,"AluSz",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",64234982,64235320,"AluSx3",1638,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",65118104,65118823,"AluSg",251,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",67480090,67480375,"AluSx",357,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",67533755,67533989,"AluJr",308,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68177756,68178017,"AluJr",3359,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68255897,68256159,"AluJb",1985,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68306732,68307268,"AluSz6",2551,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68309476,68309744,"AluSz",820,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68393554,68393840,"AluSz",5158,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68458229,68458512,"AluJo",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",68459000,68459401,"AluJo",736,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68570025,68570428,"AluSg4",2710,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",68945949,68946146,"AluSx",757,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",71500795,71501019,"AluSp",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",73602194,73602423,"AluSg",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",73784782,73785039,"AluJo",2155,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",75260047,75260454,"AluSx1",593,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",75521342,75521755,"AluSz",3312,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",75535855,75536320,"AluJr",124,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",77099699,77099984,"AluSx",246,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",77400219,77400634,"AluSg",459,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",79413593,79413908,"AluSz",787,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",90503482,90504172,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",90512296,90512638,"AluSx",1029,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",91276446,91276726,"AluSx1",236,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",91326020,91326352,"AluSx1",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr14",91393085,91393374,"AluSx",282,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",91394314,91394594,"AluSx",450,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",91418102,91418453,"AluY",1492,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",92963716,92964126,"AluSp",1596,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",93011691,93011948,"AluJr",9323,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",93017371,93017749,"AluSz",3562,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",94390721,94391004,"AluSz6",1733,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",95056464,95057065,"AluSx1",223,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",96574932,96575160,"AluSz6",2197,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",98806560,98806863,"AluSg",1089,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",98903527,98903807,"AluSx1",1723,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",99207592,99207818,"AluJr",5318,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",99964964,99965421,"AluY",689,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",100012352,100012650,"AluSq",1657,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",100096524,100096836,"AluSz6",499,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",100137280,100137550,"AluJb",2429,"SetA_ER_H3K27ac","100pM",FALSE
"chr14",105032374,105032598,"AluY",103,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",33067881,33068279,"AluSp",1715,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",39668492,39668835,"AluJo",1638,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",50181504,50181706,"AluSz",2289,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",57591655,57591874,"AluSz",2253,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",59905799,59906014,"AluSc",1683,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",62832330,62832561,"AluSz",6283,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",63387803,63388082,"AluSz",454,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",64703682,64703995,"AluSx",186,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",65286212,65286435,"AluSp",775,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",65569981,65570167,"AluJr",261,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",69482758,69483022,"AluSz6",374,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",69554321,69554635,"AluSx3",1667,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",70016176,70016570,"AluSx1",1888,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",70321135,70321596,"AluJo",642,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",70378089,70378445,"FLAM_C",11735,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",70462957,70463342,"AluJb",1079,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",70528442,70528735,"AluSz6",248,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",71079147,71079399,"FAM",1214,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",71083943,71084168,"AluJr",335,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",71096656,71097127,"AluJb",156,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",71104718,71105063,"AluSq2",1854,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",71252085,71252436,"AluSz",977,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",71975454,71975654,"AluSz6",1571,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",73710158,73710462,"AluSz",1411,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",74725926,74726131,"AluSx",1253,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",74817223,74817750,"AluSx1",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr15",78135404,78135724,"AluY",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr15",80679478,80679709,"AluSp",269,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",81092034,81092375,"AluSx1",1091,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",82952222,82952420,"AluY",1172,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",87191677,87191875,"AluSx3",2084,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",89108946,89109132,"AluSz",940,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",89115589,89115819,"AluSz",808,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",89782290,89782580,"AluSp",156,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",92639225,92639469,"AluSx1",801,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",92645551,92645893,"FLAM_C",2287,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",94792457,94792697,"AluJb",3785,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",95894400,95894713,"AluSc8",1590,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",95895616,95895914,"AluY",506,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",95911551,95911958,"AluSq2",5001,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",96001595,96001813,"AluSx3",2935,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",96103259,96103579,"AluSg",1066,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",96339447,96339633,"AluSq2",29363,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",98749234,98749518,"AluJr",769,"SetA_ER_H3K27ac","100pM",FALSE
"chr15",100517163,100517480,"AluSg",1402,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",327181,327435,"AluY",28,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",450621,450824,"AluSz",143,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",451683,451884,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",451683,451884,"AluSq2",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",1287678,1288355,"AluJo",79,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",1296979,1297245,"AluSc",68,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",1378902,1379165,"AluSx",1509,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",2329676,2329971,"AluSx",41,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",2719318,2719527,"AluY",703,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",3166515,3166962,"AluY",556,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",4113447,4113715,"AluSx3",2039,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",4142523,4142776,"AluSx3",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",4152178,4152672,"AluSx1",151,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",4369049,4369397,"AluJo",225,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",8679307,8679515,"AluJr",130,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",9047716,9047951,"AluJo",943,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",11127952,11128148,"AluJo",63,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",16973807,16974581,"AluSz",377,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",17171210,17171573,"AluSq",890,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",17295528,17295794,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",17296489,17296729,"AluJr",559,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",17315755,17315974,"AluJb",416,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",17459596,17459856,"AluJb",220,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",19987799,19988033,"AluSc",1,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",20011346,20011543,"AluSz",378,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",20014159,20014401,"AluSz",701,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",23079696,23080004,"FAM",117,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",23137876,23138248,"AluJb",645,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",23148587,23148870,"AluJr",635,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",25040399,25040859,"AluSp",63,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",25119635,25119853,"AluSc8",26,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",27898014,27898289,"AluJr4",416,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",29310769,29311213,"AluSx",11261,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",53045499,53045796,"AluJo",249,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",53099392,53099787,"AluJo",667,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",53775587,53775855,"AluSq",4577,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",54085500,54085715,"AluJr4",1807,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",54094773,54094959,"AluJr",109,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",54424171,54424407,"AluJo",847,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",54425702,54426002,"AluJo",2378,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",56370795,56371238,"AluSz",1467,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",57622778,57623025,"FRAM",637,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",66278150,66278345,"AluSz6",5630,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",68745702,68745970,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",70136674,70136941,"AluSz",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",72914400,72914601,"AluSz",109,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",72929424,72929739,"AluSz",168,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",75029861,75030143,"AluSz",0,"SetA_ER_H3K27ac","100pM",TRUE
"chr16",79037583,79037931,"AluSq2",622,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",79171841,79172164,"AluJb",580,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",80837682,80837943,"AluSz",588,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",82137252,82137618,"AluSz",1752,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",82138527,82138752,"AluSz",3027,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",82152709,82152950,"AluSg4",30,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",84724681,84724912,"AluSq2",475,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",85147326,85147791,"AluSc",53,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",85282433,85282663,"AluSc",110,"SetA_ER_H3K27ac","100pM",FALSE
"chr16",85288195,85288620,"AluSx",0,"SetA_ER_H3K27ac","100pM",TRUE
